brand,color,size,price,offer_price
Converse,Navy,8,2946,2383
Franco Leone,Makhani,10,2942,1373
Buckaroo,Tan,11,2942,1868
Nike,Red,10,6742,5203
Crocs,Brown,5,3442,3368
Crocs,Grey,6,5942,5868
Crocs,Purple,5,3242,2048
Adidas,Blue,8,14446,11772
Crocs,White,7,3442,3368
Crocs,Brown,5,3442,2768
Tresmode,Blue,7,4347,4273
Crocs,Brown,8,3942,3868
Converse,Navy,7,2946,2383
Toms,Ash,8,4447,3373
Tresmode,Tan,4,5947,4773
Tresmode,White,6,4347,3883
LaBriza,Tan,6,3746,1692
Franco Leone,Brown,11,2442,1173
LaBriza,Nude,5,2246,1272
Franco Leone,Tan,8,4242,1893
Tresmode,Blue,3.5,4347,3883
Crocs,Blue,9,2942,2118
Nike,Blue,8,6142,4743
Crocs,Pink,6,3242,2328
Crocs,Orange,8,3442,3368
Reebok,Black,10,4046,3138
Liberty,Black,6.5,1746,1472
Toni Rossi,Brown,10,4142,1888
Lee Cooper,Olive,7,3846,2583
Crocs,Pink,3,2742,1978
Reebok,White,10,3746,2908
Crocs,Blue,14,2442,2368
Adidas,Green,9,6346,5172
Tresmode,Black,5,5947,4773
Nike,White,10,6142,4933
Tresmode,Tan,7,4047,3973
Crocs,Blue,11,2442,2368
LaBriza,Pink,5,2946,1372
Bata,Tan Light Brown,4,1746,1672
Crocs,Off White,9,4442,4368
Crocs,White,12,3942,3868
Crocs,Grey,10,3442,3368
Toni Rossi,Tan,6,3742,2808
Vanilla Moon,Gold,4,3937,2958
Hush Puppies,Black,11,3446,3372
Crocs,Blue,4,2942,2868
Woodland,Green,8,4442,4368
Crocs,Green,8,1742,1668
Liberty,Black,8,3446,2912
PUMA,Black & White,10,2946,2192
Hush Puppies,Black,5,5446,5372
Crocs,Black,2,5442,5368
Liberty,White,6.5,1746,1472
Tresmode,Gold,6.5,6447,3973
Toni Rossi,Black,9,5442,3448
FILA,Grey,10,3046,1833
Crocs,Blue,9,5742,3548
Crocs,Blue,3,1542,1468
Crocs,Blue,6,2442,2368
Vanilla Moon,Cogac & Gold,6,5437,4863
Tresmode,Black,6,3437,2167
Crocs,Blue,6,4442,4368
Crocs,Blue,6,5742,3548
Toms,Red & White,6,6747,5098
Crocs,Off White,10,2942,2868
Tresmode,Champagne,7,4437,4363
LaBriza,Tobacco,3,3946,1772
Tresmode,Black,4,4947,3973
Crocs,Blue,6,5242,3728
Crocs,White,8,2742,2668
Crocs,Blue,6,4442,3168
Converse,White,7,3046,2463
Havaianas,Gray,9.5,2047,1973
Crocs,Blue,6,3442,2468
Crocs,Pink,7,2442,2368
Reebok,Grey,13,4446,3773
Crocs,Red,4,5442,5368
Crocs,Black,5,6442,6368
Power,Black,10,3446,3372
Tory Burch,White,10.5,29197,26248
Crocs,Brown,8,2742,1978
Toms,Olive,10,4847,3673
FILA,Red,10,3546,2472
Woodland,Khaki,6,3942,3868
Numero Uno,Navy,10,4446,2373
Tory Burch,Black,12,12947,11623
Crocs,Brown,8,3442,2618
Buckaroo,Brown,9,2342,1508
Franco Leone,Brown,10,3042,1413
Buckaroo,Brown,6,4142,2588
Lee Cooper,Brown,8,3746,2518
Crocs,Blue,4,2442,2368
Vanilla Moon,Tan,3.5,5437,4863
FILA,Black,7,4146,3343
Franco Leone,Black,8,2142,1053
Crocs,Brown,4,2742,2208
Tory Burch,Nude,5.5,35447,31873
FILA,Grey,11,3046,2172
Toms,Red & White,4,6747,5098
Crocs,Black,7,2942,2868
Toms,Blue,9,4847,3673
Liberty,Black,6,2146,1722
Crocs,Brown,2,3442,3368
